Date,SCHW_Close,MSFT_Close,NEP_Close,BBY_Close,BAC_Close,GEN_Close,WHD_Close,TSM_Close,GTX_Close,AMZN_Close,GOOGL_Close,INTC_Close,JNJ_Close,AAPL_Close,HIMS_Close,JPM_Close,VSH_Close,RMR_Close,PFE_Close,PARA_Close,ABCB_Close,MRK_Close,RNGR_Close,PFS_Close,DTC_Close,TOYOF_Close,ATVI_Close,PLTR_Close,IMMR_Close,INMD_Close,T_Close,PDSB_Close,SOFI_Close,FITB_Close,GHM_Close,CPNG_Close,SLB_Close,BW_Close,LUMN_Close,LILA_Close,MNTK_Close,^GSPC_Close
2023-03-31,52.380001068115234,288.29998779296875,60.75,78.2699966430664,28.600000381469727,17.15999984741211,41.22999954223633,93.0199966430664,7.659999847412109,103.29000091552734,103.7300033569336,32.66999816894531,155.0,164.89999389648438,9.920000076293945,130.30999755859375,22.6200008392334,26.239999771118164,40.79999923706055,22.309999465942383,36.58000183105469,106.38999938964844,10.1899995803833,19.18000030517578,7.179999828338623,14.109999656677246,,8.449999809265137,8.9399995803833,31.959999084472656,19.25,6.150000095367432,6.070000171661377,26.639999389648438,13.079999923706055,16.0,49.099998474121094,6.059999942779541,2.6500000953674316,8.3100004196167,7.869999885559082,4109.31005859375
2023-04-03,51.56999969482422,287.2300109863281,60.59000015258789,78.51000213623047,28.59000015258789,17.15999984741211,43.310001373291016,92.83999633789062,7.710000038146973,102.41000366210938,104.36000061035156,32.88999938964844,156.85000610351562,166.1699981689453,10.3100004196167,130.16000366210938,22.329999923706055,25.959999084472656,41.349998474121094,21.790000915527344,35.9900016784668,108.87000274658203,10.65999984741211,18.979999542236328,7.570000171661377,14.260000228881836,,8.380000114440918,8.739999771118164,32.59000015258789,19.389999389648438,6.059999942779541,6.03000020980835,26.399999618530273,13.890000343322754,16.06999969482422,52.33000183105469,5.980000019073486,2.5899999141693115,7.960000038146973,7.820000171661377,4124.509765625
2023-04-04,50.0,287.17999267578125,60.630001068115234,77.83999633789062,27.979999542236328,17.059999465942383,42.2400016784668,92.16999816894531,8.130000114440918,103.94999694824219,104.72000122070312,33.099998474121094,158.49000549316406,165.6300048828125,10.09000015258789,128.4199981689453,21.65999984741211,25.65999984741211,40.900001525878906,21.610000610351562,34.68000030517578,108.83000183105469,10.630000114440918,18.420000076293945,8.010000228881836,14.100000381469727,,8.350000381469727,8.520000457763672,33.18000030517578,19.639999389648438,5.739999771118164,5.889999866485596,25.610000610351562,13.640000343322754,16.309999465942383,50.459999084472656,5.71999979019165,2.430000066757202,7.900000095367432,7.170000076293945,4100.60009765625
2023-04-05,48.869998931884766,284.3399963378906,61.83000183105469,76.27999877929688,27.639999389648438,17.209999084472656,42.04999923706055,90.19999694824219,8.15999984741211,101.0999984741211,104.47000122070312,32.83000183105469,165.61000061035156,163.75999450683594,9.770000457763672,127.61000061035156,21.520000457763672,25.8799991607666,41.54999923706055,21.0,33.59000015258789,111.91000366210938,10.739999771118164,18.110000610351562,7.860000133514404,14.100000381469727,,7.980000019073486,8.25,32.599998474121094,19.8799991607666,5.510000228881836,5.739999771118164,25.770000457763672,13.520000457763672,15.640000343322754,50.70000076293945,5.570000171661377,2.4200000762939453,7.949999809265137,6.739999771118164,4090.3798828125
2023-04-06,49.349998474121094,291.6000061035156,61.709999084472656,75.08000183105469,27.84000015258789,17.270000457763672,41.40999984741211,90.23999786376953,8.010000228881836,102.05999755859375,108.41999816894531,32.810001373291016,165.14999389648438,164.66000366210938,9.949999809265137,127.47000122070312,21.3799991607666,25.8799991607666,41.5,21.65999984741211,34.400001525878906,112.33000183105469,10.800000190734863,18.3799991607666,8.029999732971191,13.899999618530273,,8.09000015258789,8.380000114440918,33.040000915527344,19.649999618530273,5.809999942779541,5.75,26.079999923706055,13.609999656677246,15.739999771118164,49.619998931884766,5.559999942779541,2.430000066757202,8.010000228881836,6.820000171661377,4105.02001953125
2023-04-10,51.720001220703125,289.3900146484375,60.900001525878906,74.95999908447266,27.940000534057617,17.309999465942383,42.02000045776367,89.0199966430664,8.109999656677246,102.16999816894531,106.44000244140625,32.52000045776367,164.32000732421875,162.02999877929688,9.800000190734863,127.88999938964844,21.790000915527344,25.959999084472656,41.72999954223633,22.299999237060547,34.7599983215332,112.61000061035156,11.369999885559082,18.579999923706055,8.239999771118164,13.789999961853027,,8.390000343322754,8.520000457763672,34.5099983215332,19.56999969482422,5.949999809265137,5.909999847412109,26.290000915527344,13.65999984741211,15.600000381469727,50.040000915527344,5.909999847412109,2.450000047683716,8.109999656677246,7.329999923706055,4109.10986328125
2023-04-11,51.709999084472656,282.8299865722656,62.0,75.25,28.709999084472656,17.770000457763672,42.970001220703125,89.23999786376953,8.239999771118164,99.91999816894531,105.3499984741211,32.349998474121094,164.27000427246094,160.8000030517578,9.550000190734863,128.52000427246094,21.639999389648438,25.299999237060547,41.790000915527344,22.8799991607666,34.29999923706055,112.48999786376953,11.640000343322754,18.3700008392334,8.140000343322754,13.75,,8.609999656677246,8.489999771118164,35.099998474121094,19.690000534057617,6.239999771118164,5.96999979019165,26.530000686645508,14.239999771118164,15.449999809265137,51.13999938964844,5.800000190734863,2.569999933242798,8.869999885559082,7.210000038146973,4108.93994140625
2023-04-12,51.91999816894531,283.489990234375,62.040000915527344,73.16999816894531,28.479999542236328,17.610000610351562,43.06999969482422,86.87000274658203,8.25,97.83000183105469,104.63999938964844,32.02000045776367,163.9199981689453,160.10000610351562,9.630000114440918,128.5,21.530000686645508,25.010000228881836,41.369998931884766,22.1299991607666,33.5,113.75,11.75,18.329999923706055,8.449999809265137,13.670000076293945,,8.329999923706055,8.390000343322754,36.900001525878906,19.770000457763672,6.304999828338623,5.820000171661377,26.389999389648438,13.770000457763672,15.130000114440918,51.97999954223633,5.869999885559082,2.4600000381469727,8.850000381469727,7.0,4091.949951171875
2023-04-13,51.4900016784668,289.8399963378906,62.439998626708984,73.19000244140625,28.559999465942383,17.709999084472656,42.58000183105469,87.05000305175781,8.180000305175781,102.4000015258789,107.43000030517578,32.130001068115234,166.11000061035156,165.55999755859375,10.050000190734863,128.99000549316406,21.84000015258789,25.049999237060547,41.470001220703125,22.139999389648438,34.2400016784668,115.58000183105469,11.649999618530273,18.40999984741211,8.229999542236328,13.710000038146973,,8.579999923706055,8.529999732971191,36.91999816894531,19.959999084472656,6.96999979019165,5.860000133514404,26.56999969482422,13.729999542236328,15.579999923706055,51.88999938964844,6.039999961853027,2.3499999046325684,8.850000381469727,7.309999942779541,4146.22021484375
2023-04-14,50.77000045776367,286.1400146484375,60.72999954223633,73.37999725341797,29.520000457763672,17.56999969482422,42.959999084472656,87.19999694824219,7.900000095367432,102.51000213623047,108.87000274658203,31.889999389648438,165.83999633789062,165.2100067138672,9.760000228881836,138.72999572753906,21.639999389648438,25.030000686645508,41.189998626708984,21.579999923706055,33.43000030517578,115.30999755859375,11.789999961853027,18.030000686645508,8.300000190734863,13.579999923706055,,8.8100004196167,8.529999732971191,36.68000030517578,19.93000030517578,6.889999866485596,5.920000076293945,26.440000534057617,13.710000038146973,16.030000686645508,52.47999954223633,6.019999980926514,2.2699999809265137,8.729999542236328,7.190000057220459,4137.64013671875
